checkpoint,perturbation_type,subtype,layer_idx,head_idx,seed,baseline_loss,perturbed_loss,delta,elapsed_sec
1000,head,output_zeroing,3,4,-1,4.832245903015137,4.840036735534668,-0.001612259118409168,1.2123308181762695
1000,head,output_zeroing,3,5,-1,4.832245903015137,4.833467807769775,-0.0002528647711980131,1.2168967723846436
1000,head,output_zeroing,3,6,-1,4.832245903015137,4.833552474975586,-0.00027038606616314854,1.216059923171997
1000,head,output_zeroing,3,7,-1,4.832245903015137,4.833319301605225,-0.0002221324435120668,1.2158195972442627
1000,head,output_zeroing,3,8,-1,4.832245903015137,4.8659406089782715,-0.006972887274240436,1.2164950370788574
1000,head,output_zeroing,3,9,-1,4.832245903015137,4.859364986419678,-0.005612107485593743,1.215559482574463
1000,head,output_zeroing,3,10,-1,4.832245903015137,4.834502468109131,-0.00046698060059109284,1.2129783630371094
1000,head,output_zeroing,3,11,-1,4.832245903015137,4.825843429565429,0.0013249477733971607,1.2137622833251953
1000,head,output_zeroing,4,0,-1,4.832245903015137,4.901040744781494,-0.01423661857179747,1.2150928974151611
1000,head,output_zeroing,4,1,-1,4.832245903015137,4.833650550842285,-0.00029068219112605265,1.212547779083252
1000,head,output_zeroing,4,2,-1,4.832245903015137,4.838372287750244,-0.0012678131159021377,1.2129831314086914
1000,head,output_zeroing,4,3,-1,4.832245903015137,4.8096558952331545,0.004674846486576145,1.2161645889282227
1000,head,output_zeroing,4,4,-1,4.832245903015137,4.841499633789063,-0.001914995834163162,1.216919183731079
1000,head,output_zeroing,4,5,-1,4.832245903015137,4.862243537902832,-0.006207803884520396,1.2163760662078857
1000,head,output_zeroing,4,6,-1,4.832245903015137,4.8629920959472654,-0.006362712814955093,1.2178902626037598
1000,head,output_zeroing,4,7,-1,4.832245903015137,4.840577430725098,-0.0017241522631873092,1.2155406475067139
1000,head,output_zeroing,4,8,-1,4.832245903015137,4.865276241302491,-0.006835400960605943,1.216386318206787
1000,head,output_zeroing,4,9,-1,4.832245903015137,4.830959129333496,0.0002662889487552726,1.214630365371704
1000,head,output_zeroing,4,10,-1,4.832245903015137,4.979018783569336,-0.030373636503601385,1.2145226001739502
1000,head,output_zeroing,4,11,-1,4.832245903015137,4.866193695068359,-0.007025261697058999,1.214348316192627
1000,head,output_zeroing,5,0,-1,4.832245903015137,4.832450370788575,-4.231319712233088e-05,1.212541103363037
1000,head,output_zeroing,5,1,-1,4.832245903015137,4.847554454803467,-0.0031679993310725026,1.2154903411865234
1000,head,output_zeroing,5,2,-1,4.832245903015137,4.846717414855957,-0.0029947796803532246,1.2165241241455078
1000,head,output_zeroing,5,3,-1,4.832245903015137,4.838342304229736,-0.0012616082328914021,1.2174880504608154
1000,head,output_zeroing,5,4,-1,4.832245903015137,4.863923244476318,-0.006555407588305023,1.2172794342041016
